date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,GBPJPY,GBPCAD,EURJPY,EURCAD,EURAUD,EURNZD,AUDJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2021.11.29,-314.0000000000032,-26.999999999999247,-249.00000000001032,22.00000000000557,-62.000000000006494,42.0000000000087,-30.999999999992145,-285.99999999998624,-95.00000000000064,-211.9999999999891,-370.00000000000364,-375.0000000000031,-281.99999999999335,-141.00000000001955,-1.999999999990898,193.00000000001205,-372.9999999999789,-435.9999999999919,-43.999999999999595,-147.99999999999613,-42.999999999992156,-112.000000000001,-53.999999999998494,,-3398.99999999993
2021.11.29,-326.0000000000041,-48.000000000003595,-253.00000000001432,51.00000000000193,-5.000000000010552,-12.000000000000899,-55.99999999998939,-270.99999999999903,-89.00000000000574,-342.9999999999893,-358.0000000000028,-343.9999999999999,-259.9999999999936,-44.00000000001114,-9.999999999998899,266.00000000001955,-366.999999999984,-388.9999999999949,-116.00000000000499,-64.99999999999773,31.00000000000591,-100.99999999999554,-57.00000000000705,,-3165.999999999981
2021.11.29,-270.99999999999903,-89.00000000000574,-212.00000000001216,234.00000000000887,-31.000000000003247,-15.999999999993797,-35.999999999991594,-256.99999999999613,-72.0000000000054,-476.99999999998965,-309.99999999999915,-307.99999999999716,-248.99999999999923,137.9999999999768,90.99999999999665,419.00000000001114,-283.99999999999534,-326.0000000000041,-113.00000000000753,90.00000000000341,141.00000000000534,-104.99999999999955,-36.0000000000027,,-2078.9999999999995
2021.11.29,-279.00000000000705,-70.99999999999883,-201.00000000000674,380.00000000000966,21.00000000000435,13.00000000000745,-50.99999999998994,-267.99999999997937,-92.99999999998754,-695.999999999998,-275.99999999999847,-280.00000000000244,-233.99999999998977,301.9999999999925,141.00000000001333,573.0000000000075,-268.9999999999859,-303.0000000000088,-136.00000000000279,167.0000000000016,207.9999999999984,-121.00000000000443,-47.00000000000814,,-1519.9999999999332
2021.11.29,-361.0000000000002,-62.000000000006494,-265.0000000000041,352.00000000000387,-87.99999999999919,18.0000000000069,-60.99999999999994,-343.99999999998875,-133.00000000000534,-729.9999999999898,-429.99999999999704,-429.99999999999704,-286.99999999999284,315.9999999999741,-60.99999999999994,578.0000000000172,-470.9999999999992,-541.9999999999981,-174.00000000000747,61.99999999999761,216.99999999999875,-132.99999999999423,-85.00000000000173,,-3113.9999999999827
2021.11.29,-409.0000000000038,-12.999999999996348,-346.0000000000019,166.00000000001103,-114.0000000000141,70.0000000000034,-40.99999999999105,-366.999999999984,-139.9999999999846,-568.9999999999884,-480.0000000000027,-468.00000000000176,-361.0000000000002,149.0000000000009,-170.99999999998784,449.0000000000123,-545.9999999999799,-628.0000000000064,72.0000000000054,-55.00000000000682,64.99999999999773,-139.99999999999568,-111.00000000000554,,-3987.99999999992
2021.11.29,-441.99999999999795,25.00000000000835,-364.00000000000875,65.00000000001194,-148.99999999999915,104.99999999999955,-16.999999999989246,-403.99999999998215,-134.99999999999625,-528.9999999999964,-524.9999999999977,-495.9999999999964,-374.999999999992,6.9999999999765805,-241.99999999998667,396.000000000015,-646.9999999999976,-713.9999999999924,117.99999999999588,-141.00000000000534,0.0,-112.000000000001,-102.00000000000209,,-4677.999999999934
2021.11.29,-426.00000000000415,2.0000000000131024,-377.0000000000051,37.00000000000614,-120.00000000000898,24.000000000001798,-90.99999999999665,-394.9999999999898,-103.99999999999298,-507.99999999999557,-492.999999999999,-485.0000000000021,-356.9999999999962,-35.00000000002501,-165.9999999999995,391.00000000001955,-635.9999999999922,-723.9999999999914,-38.0000000000047,-171.99999999999704,-30.9999999999917,-131.99999999999878,-100.00000000000009,,-4935.999999999951
2021.11.29,-302.9999999999977,-66.99999999999484,-304.9999999999997,251.00000000000477,-19.00000000001345,39.00000000000014,-87.99999999999919,-254.999999999983,-34.99999999998504,-488.9999999999901,-326.9999999999995,-326.9999999999995,-222.99999999999542,188.99999999999295,9.999999999998899,548.000000000016,-433.99999999997885,-503.000000000009,-86.0000000000083,45.99999999999227,206.00000000000307,-188.9999999999947,-104.99999999999955,,-2465.9999999999395
2021.11.29,-253.0000000000032,-225.00000000000853,-226.99999999999943,232.00000000001353,-95.00000000000064,79.00000000000685,-19.999999999997797,-322.9999999999844,-43.999999999999595,-424.99999999999716,-319.99999999999807,-373.00000000000114,-256.99999999999613,-54.000000000002046,156.00000000000057,335.00000000000796,-389.99999999997925,-598.0000000000097,-69.9999999999923,-84.00000000000318,85.00000000000796,-243.00000000000432,-31.999999999998696,,-3145.9999999999395
2021.11.29,-197.00000000000273,-187.00000000000384,-194.0000000000053,232.00000000001353,-75.00000000000284,138.00000000000477,2.000000000002,-208.99999999999253,-55.99999999998939,-318.9999999999884,-285.9999999999974,-359.99999999999363,-197.99999999999818,-42.00000000000159,66.00000000001049,342.00000000001296,-296.9999999999917,-504.9999999999999,-109.00000000000354,-82.00000000000784,85.00000000000796,-229.99999999999687,-60.00000000000449,,-2540.9999999999286
2021.11.29,-230.000000000008,-136.00000000000279,-141.00000000001333,201.00000000000762,-92.00000000000318,131.00000000000333,-37.99999999999359,-222.99999999999542,-99.00000000000463,-363.9999999999901,-312.00000000000114,-385.99999999999744,-228.99999999999034,-9.000000000014552,36.999999999998145,265.0000000000148,-292.9999999999877,-544.0000000000111,-167.00000000000603,-135.99999999999568,49.000000000006594,-234.99999999999633,-62.000000000006494,,-3012.9999999999873
2021.11.29,-341.99999999999784,-238.99999999998923,-163.00000000000205,199.00000000001228,-95.00000000000064,148.99999999999915,-25.999999999992696,-501.9999999999802,-195.9999999999962,-379.99999999999545,-402.00000000000233,-449.9999999999948,-269.9999999999925,-103.00000000000864,90.99999999999665,276.00000000001046,-311.99999999997897,-543.0000000000045,-146.00000000000168,-117.00000000000443,60.000000000002274,-285.9999999999974,-89.00000000000574,,-3885.999999999925
2021.11.29,-309.99999999999915,-269.00000000000813,-130.0000000000079,126.00000000000477,-164.00000000000858,159.00000000000912,-57.99999999999139,-476.9999999999941,-184.00000000000637,-356.9999999999993,-401.00000000000693,-429.99999999999704,-241.99999999999778,-233.0000000000041,70.99999999999883,161.00000000000136,-345.99999999997965,-510.00000000001046,-299.00000000000483,-182.00000000000216,93.00000000000352,-197.99999999999818,-177.00000000000495,,-4357.000000000004
2021.11.29,-197.00000000000273,-302.0000000000023,-79.00000000000685,146.0000000000008,-182.99999999999983,164.00000000000858,-78.99999999999574,-375.9999999999986,-102.99999999998644,-161.99999999999193,-356.00000000000074,-380.999999999998,-155.99999999998948,-248.00000000001887,29.00000000001235,180.00000000000682,-334.9999999999964,-472.00000000000574,-371.00000000001023,-156.99999999999648,105.00000000000398,-192.00000000000327,-197.00000000000273,,-3721.9999999999736
2021.11.29,-197.00000000000273,-136.00000000000279,-118.00000000001809,50.00000000001137,-104.99999999999955,79.00000000000685,-196.99999999999162,-194.99999999998963,-65.99999999998829,-115.99999999999966,-241.00000000000233,-293.99999999999426,-63.99999999999739,-206.00000000001728,35.00000000000725,61.00000000000705,-219.99999999999798,-357.00000000000733,-636.9999999999986,-121.99999999999989,195.99999999999795,-200.00000000000017,-246.00000000000176,,-3295.999999999979
2021.11.29,-248.00000000000378,-137.9999999999937,-192.00000000001438,31.00000000000591,-124.00000000001299,78.00000000000028,-196.99999999999162,-237.99999999998266,-76.99999999999375,-114.99999999999488,-348.9999999999993,-348.00000000000387,-80.99999999999774,-210.00000000000796,-73.99999999999629,138.00000000000523,-392.9999999999989,-435.0000000000076,-571.0000000000103,-141.9999999999959,176.00000000000193,-178.00000000000037,-284.0000000000065,,-3971.0
2021.11.29,-302.9999999999977,-24.000000000001798,-232.00000000000998,-46.999999999997044,-154.99999999999403,79.00000000000685,-206.99999999999054,-247.99999999998158,-90.99999999999665,-96.9999999999942,-402.00000000000233,-380.00000000000256,-91.99999999999208,-194.00000000001683,-222.99999999999542,94.00000000002251,-467.99999999997954,-486.999999999993,-497.99999999999847,-213.00000000000807,128.0000000000001,-149.99999999999457,-365.0000000000042,,-4574.999999999922
2021.11.29,-334.00000000000097,7.0000000000014495,-363.0000000000022,-122.99999999999045,-178.99999999999582,104.99999999999955,-199.9999999999891,-201.99999999999108,-55.99999999998939,-89.9999999999892,-455.0000000000054,-424.00000000000216,-115.99999999999389,-213.00000000002228,-323.99999999999096,66.0000000000025,-679.9999999999917,-702.0000000000026,-456.00000000001194,-281.0000000000059,85.99999999999852,-165.9999999999995,-370.9999999999991,,-5470.999999999973
2021.11.29,-351.0000000000013,103.00000000000864,-392.00000000001455,-272.99999999999613,-171.99999999999437,69.00000000000794,-230.99999999999233,-207.99999999998596,-59.99999999999339,-80.99999999998886,-456.9999999999963,-441.99999999999795,-139.99999999999568,-272.0000000000198,-401.00000000000693,-12.999999999976808,-701.9999999999804,-737.9999999999942,-360.0000000000048,-355.000000000004,-12.999999999991019,-149.99999999999457,-380.999999999998,,-6019.99999999991
2021.11.29,-309.99999999999915,228.00000000000597,-394.00000000000546,-256.9999999999908,-15.00000000000945,-1.999999999990898,-304.9999999999997,-15.999999999993797,-24.000000000001798,18.000000000000682,-326.9999999999995,-341.0000000000024,-87.99999999999919,-169.00000000001114,-302.9999999999866,9.000000000014552,-433.99999999997885,-533.99999999999,-531.9999999999991,-295.0000000000017,35.0000000000108,-168.00000000000148,-319.0000000000026,,-4542.999999999932
2021.11.29,-302.9999999999977,204.00000000000418,-381.0000000000091,-283.9999999999918,133.00000000000534,-43.999999999999595,-314.99999999999864,32.0000000000098,43.00000000001525,38.000000000010914,-240.00000000000688,-276.9999999999939,4.000000000004,-147.00000000001978,-207.99999999998596,12.000000000000455,-326.9999999999884,-445.0000000000065,-649.999999999995,-251.00000000000477,97.00000000000841,-224.000000000002,-285.00000000000193,,-3817.9999999999436
2021.11.29,-236.99999999999832,198.99999999999363,-375.9999999999986,-47.99999999998761,222.99999999999542,-184.99999999999073,-387.99999999999943,65.00000000000395,80.00000000001339,-87.99999999999386,-124.99999999999733,-178.99999999999582,32.0000000000098,132.99999999998136,-15.999999999993797,272.0000000000198,-202.9999999999976,-319.0000000000026,-790.0000000000018,-19.000000000005457,246.00000000000932,-171.99999999999437,-239.0000000000003,,-2133.9999999999313
2021.11.29,-252.0000000000078,261.0000000000001,-319.0000000000026,-64.99999999999773,337.99999999999386,-195.00000000000074,-387.99999999999943,134.00000000001188,45.000000000006146,-61.99999999999761,-80.00000000000229,-107.00000000000153,92.00000000000318,82.99999999999841,42.999999999993044,189.00000000002137,-50.99999999997884,-62.000000000006494,-792.9999999999993,57.999999999992724,308.9999999999975,-141.99999999999767,-241.99999999999778,,-1205.9999999999716
2021.11.29,-239.0000000000003,255.00000000000523,-392.9999999999989,-111.99999999999477,384.9999999999909,-186.99999999999272,-416.9999999999896,155.00000000001623,107.99999999999699,57.00000000000216,-56.0000000000005,-85.99999999999719,154.0000000000097,88.99999999999864,63.000000000013046,176.00000000001614,-72.99999999998974,-103.00000000000864,-785.9999999999978,63.99999999999295,334.0000000000032,-136.00000000000279,-270.99999999999903,,-1018.999999999927
2021.11.29,-229.00000000000142,351.0000000000124,-392.9999999999989,-156.99999999999648,351.99999999999676,-161.99999999999548,-416.9999999999896,203.00000000001984,124.00000000001299,91.99999999999875,-50.0000000000056,-146.00000000000168,108.00000000000809,105.99999999999454,-14.000000000002899,127.00000000000955,-53.999999999998494,-259.0000000000092,-757.0000000000076,-79.9999999999983,234.00000000000887,-217.0000000000005,-245.0000000000063,,-1482.9999999999507
2021.11.29,-192.99999999999872,312.00000000000114,-336.00000000000296,-131.9999999999908,261.0000000000001,-80.99999999999774,-347.9999999999928,200.00000000000017,126.0000000000039,153.0000000000058,-82.00000000000429,-148.99999999999915,89.00000000000574,76.99999999999818,-2.999999999997449,133.00000000000978,-125.99999999998168,-263.99999999999756,-651.0000000000016,-66.0000000000025,216.99999999999875,-224.9999999999974,-211.00000000000563,,-1298.9999999999468
2021.11.29,-170.99999999999892,241.00000000000233,-300.00000000001137,-97.99999999999898,160.00000000000458,-59.99999999999339,-286.99999999999284,188.00000000001037,107.99999999999699,147.00000000000557,-104.99999999999955,-146.00000000000168,39.00000000000014,53.999999999973625,-93.99999999999409,152.00000000001523,-180.99999999998673,-245.99999999999068,-527.9999999999951,-70.99999999999795,174.0000000000066,-153.00000000000313,-208.00000000000819,,-1384.9999999999573
2021.11.29,-165.9999999999995,286.00000000000847,-304.00000000001535,-103.9999999999992,116.00000000000499,-39.999999999995595,-265.99999999999955,223.00000000001762,114.0000000000141,151.00000000001046,-151.9999999999966,-153.99999999999858,57.00000000000705,98.99999999998954,-333.9999999999899,131.00000000000023,-297.9999999999983,-275.000000000003,-492.0000000000035,-82.00000000000784,176.00000000000193,-143.9999999999997,-270.99999999999903,,-1728.9999999999511
2021.11.29,-167.00000000000603,412.9999999999967,-324.0000000000132,-129.99999999999545,136.99999999998712,-58.99999999999794,-285.9999999999974,312.00000000000114,136.00000000000279,200.00000000000284,-140.0000000000068,-143.00000000000423,87.00000000000374,163.99999999998727,-299.99999999998914,112.00000000002319,-277.9999999999783,-290.9999999999968,-553.0000000000035,-87.0000000000033,195.0000000000074,-92.00000000000318,-269.00000000000813,,-1362.9999999999914
2021.11.29,-190.00000000000128,371.99999999999454,-287.9999999999994,-105.99999999999454,184.99999999999073,-71.99999999999429,-286.99999999999284,257.0000000000183,68.00000000000139,99.00000000000375,-128.00000000000588,-151.00000000000114,39.00000000000014,171.99999999999704,-231.0000000000034,96.00000000000364,-177.99999999998929,-184.00000000000637,-581.9999999999936,-73.0000000000075,192.99999999999784,-126.99999999999933,-231.0000000000034,,-1346.999999999985
2021.11.29,-182.00000000000438,283.000000000011,-243.99999999999977,-62.99999999998818,89.99999999999008,-47.9999999999925,-256.99999999999613,256.00000000001177,69.00000000000794,100.00000000000853,-119.99999999999788,-148.0000000000037,40.00000000000669,164.99999999999204,-200.00000000000017,100.00000000002274,-148.99999999999915,-151.9999999999966,-583.0000000000002,-40.00000000000625,197.00000000000273,-121.00000000000443,-235.00000000000742,,-1241.9999999999432
2021.11.29,-125.00000000000844,280.9999999999979,-209.9999999999991,-26.999999999986812,55.99999999998939,-43.999999999999595,-217.99999999999596,263.00000000001324,104.00000000001519,128.0000000000001,-140.0000000000068,-117.00000000000044,49.00000000001015,164.99999999999204,-251.99999999998556,108.00000000000409,-215.99999999999397,-134.99999999999625,-537.9999999999941,-22.00000000000557,182.00000000000216,-60.00000000000449,-245.0000000000063,,-1012.9999999999593
2021.11.29,-78.00000000000028,259.0000000000092,-191.00000000000784,-3.0000000000001137,19.999999999997797,-29.999999999996696,-230.99999999999233,302.0000000000023,123.00000000000644,178.00000000001148,-129.00000000000134,-104.00000000000409,73.00000000000084,155.9999999999775,-262.00000000000665,111.00000000001842,-219.99999999999798,-141.99999999999767,-570.0000000000039,-43.00000000000637,177.99999999999727,-44.99999999999504,-262.00000000000665,,-909.9999999999957
2021.11.29,-70.0000000000034,158.99999999999804,-161.00000000001114,1.0000000000047748,-119.00000000000244,-0.999999999995449,-181.9999999999933,290.00000000001245,104.99999999999955,131.00000000000023,-231.0000000000034,-134.99999999999625,-2.999999999997449,161.00000000000136,-354.9999999999942,111.00000000001842,-238.99999999998923,-202.9999999999976,-490.999999999997,-51.00000000000193,123.00000000000466,-66.99999999999484,-243.00000000000432,,-1469.9999999999427
2021.11.30,-36.999999999998145,185.99999999999727,-156.00000000000057,76.00000000000762,-119.00000000000244,-36.999999999998145,-120.99999999999334,313.00000000000773,107.00000000001265,-72.99999999999329,-231.0000000000034,-241.00000000000233,-104.99999999999955,196.9999999999743,-417.0000000000007,154.00000000002478,-305.9999999999841,-327.00000000001063,-289.9999999999903,-58.9999999999975,94.99999999999886,-90.99999999999665,-243.99999999999977,,-1725.9999999999475
2021.11.30,0.0,212.00000000001216,-94.00000000001629,36.000000000001364,-107.99999999999699,30.000000000007798,-115.99999999999389,331.0000000000146,110.99999999999443,140.00000000000057,-129.00000000000134,-114.00000000000298,-5.999999999994898,190.99999999997408,-434.000000000001,83.00000000002683,-249.99999999999466,-197.00000000000273,-336.00000000000296,-73.0000000000075,87.0000000000033,-68.00000000000139,-204.00000000000418,,-907.9999999999857
2021.11.30,-7.0000000000014495,130.99999999999224,-90.00000000001229,-138.9999999999958,-120.99999999999334,47.00000000000814,-98.99999999999353,277.00000000001614,56.000000000011596,236.0000000000042,-160.00000000000458,-175.00000000000293,-31.999999999998696,-161.00000000000136,-378.999999999996,-230.99999999999454,-240.9999999999801,-222.00000000001108,-347.0000000000084,-274.0000000000009,-99.99999999999432,-100.99999999999554,-186.00000000000838,,-2317.999999999961
2021.11.30,-14.999999999998348,96.00000000000719,-53.00000000001415,-166.99999999998738,-168.99999999999693,102.00000000000209,-27.999999999994696,251.00000000000122,56.99999999999594,397.00000000000557,-179.00000000000693,-195.9999999999962,-73.99999999999629,-203.00000000000296,-363.9999999999866,-240.99999999998545,-254.999999999983,-276.00000000000955,-333.0000000000055,-305.9999999999974,-158.99999999999181,-121.00000000000443,-133.00000000000534,,-2368.9999999999513
2021.11.30,-34.000000000000696,175.99999999999838,-112.000000000001,-217.9999999999893,-100.99999999999554,80.00000000000229,-96.99999999999153,283.000000000011,92.00000000000318,414.0000000000015,-156.00000000000057,-195.9999999999962,-53.999999999998494,-183.00000000002115,-319.0000000000026,-192.99999999998363,-232.99999999999432,-343.00000000000443,-374.0000000000077,-337.0000000000033,-108.99999999999466,-163.99999999999747,-157.00000000000713,,-2334.999999999973
2021.11.30,-65.99999999999939,97.9999999999981,-131.99999999999878,-180.99999999999739,-59.99999999999339,78.00000000000028,-146.99999999999713,192.99999999999872,73.00000000001194,335.00000000000796,-180.99999999999784,-202.9999999999976,-23.999999999990695,-166.00000000002524,-300.99999999999574,-140.99999999999113,-266.999999999995,-337.0000000000095,-539.0000000000006,-299.99999999999716,-73.99999999999807,-168.99999999999693,-230.000000000008,,-2740.9999999999727
2021.11.30,-50.0000000000056,106.00000000000608,-106.00000000000608,-162.9999999999967,-66.99999999999484,72.0000000000054,-144.99999999999514,200.00000000000017,80.99999999999774,318.00000000001205,-165.00000000000404,-183.99999999999528,13.00000000000745,-199.00000000001228,-219.99999999999798,-142.99999999997226,-226.99999999999943,-279.00000000000705,-489.0000000000061,-246.9999999999999,7.000000000005002,-127.99999999999478,-236.99999999999832,,-2251.999999999952
2021.11.30,-30.000000000007798,34.000000000000696,-69.00000000000794,-98.99999999998954,-146.00000000000168,113.00000000000753,-96.99999999999153,179.00000000001802,75.00000000000284,353.9999999999992,-175.99999999999838,-224.9999999999974,-62.99999999999084,-212.0000000000175,-211.00000000000563,-143.99999999997704,-241.99999999998667,-357.00000000000733,-412.9999999999967,-316.0000000000025,-101.99999999998965,-163.99999999999747,-172.00000000000549,,-2482.9999999999427
2021.11.30,2.000000000002,34.000000000000696,-53.00000000001415,-49.99999999999716,-134.00000000001188,138.00000000000477,-19.999999999997797,188.00000000001037,66.99999999999484,286.00000000000136,-165.00000000000404,-231.99999999999886,-73.99999999999629,-161.00000000000136,-265.99999999998846,-88.99999999999864,-244.9999999999841,-388.9999999999949,-331.999999999999,-290.00000000000625,-88.99999999999864,-180.99999999999784,-121.99999999999989,,-2176.9999999999754
2021.11.30,36.999999999998145,49.99999999999449,24.000000000001798,-58.9999999999975,-130.0000000000079,151.00000000000114,-0.999999999995449,250.00000000001688,63.99999999999739,326.0000000000076,-131.00000000000333,-204.99999999999963,-35.999999999991594,-148.00000000002456,-201.99999999999108,-204.99999999998408,-119.99999999998678,-279.00000000000705,-354.0000000000099,-316.0000000000025,-76.99999999999818,-195.00000000000074,-92.99999999999864,,-1648.9999999999814
2021.11.30,49.99999999999449,38.0000000000047,14.000000000002899,-72.99999999999329,-150.00000000000568,126.99999999999933,-5.999999999994898,272.00000000000557,63.99999999999739,362.99999999999955,-140.0000000000068,-212.99999999999653,-49.99999999999449,-160.000000000025,-238.99999999998923,-202.99999999997453,-166.99999999998383,-307.99999999999716,-351.99999999999676,-325.00000000000284,-95.99999999998943,-187.00000000000384,-111.00000000000554,,-1851.9999999999561
2021.11.30,34.99999999999615,59.000000000009045,8.999999999992347,-15.000000000000568,-147.00000000000824,101.00000000000664,-23.999999999990695,270.99999999999903,70.0000000000145,331.00000000000307,-133.00000000000534,-149.99999999999457,-19.999999999997797,-88.00000000002228,-239.99999999999577,-139.99999999998636,-157.99999999999147,-177.00000000000495,-388.9999999999949,-185.00000000000227,-48.99999999999238,-102.00000000000209,-126.0000000000039,,-1266.9999999999727
2021.11.30,22.999999999995246,102.00000000000209,-26.0000000000149,9.000000000000341,-109.00000000000354,84.0000000000063,-49.99999999999449,276.00000000000955,76.0000000000094,272.00000000000557,-135.00000000000733,-148.99999999999915,-22.999999999995246,6.000000000000227,-246.99999999999721,-51.9999999999925,-156.99999999998494,-165.9999999999995,-404.0000000000044,-171.99999999999704,3.0000000000001137,-97.9999999999981,-146.00000000000168,,-1082.9999999999611
2021.11.30,13.999999999991797,124.00000000001299,-23.00000000001745,5.000000000009663,-80.00000000001339,70.0000000000034,-33.9999999999896,285.00000000000193,75.00000000000284,224.00000000000375,-118.00000000000699,-126.99999999999933,-13.999999999991797,24.00000000000091,-228.99999999999034,-38.99999999998727,-147.99999999999258,-148.99999999999915,-350.9999999999902,-147.00000000000557,4.0000000000048885,-104.00000000000409,-90.0000000000012,,-827.9999999999568
